identityKey,院校名称,院校专业组代码,专业代码,专业名称,专业类,规范专业类,风险等级,标色建议,组内核心簇,风险说明_严格版
311108+29,中国地质大学(北京),311108,29,环境生态工程,环境科学与工程类,环境科学与工程类,红色高危,红色,物理力学大气海洋,与组内主体距离较远且热度落差明显。；硬实力提示：学科评估：四轮：B+，有本专业相关博士点；但硬实力不抵消方向/热度落差。
311108+32,中国地质大学(北京),311108,32,海洋工程与技术,海洋工程类,海洋工程类,红色高危,红色,物理力学大气海洋,与组内主体距离较远且热度落差明显。
311109+34,中国地质大学(北京),311109,34,安全工程,安全科学与工程类,安全科学与工程类,红色高危,红色,材料,与组内主体距离较远且热度落差明显。；硬实力提示：学科评估：四轮：B，有本专业相关博士点，专业水平：国一/省重；但硬实力不抵消方向/热度落差。
311109+40,中国地质大学(北京),311109,40,测绘工程,测绘类,测绘类,红色高危,红色,材料,与组内主体距离较远且热度落差明显。；硬实力提示：学科评估：四轮：B，有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
311109+41,中国地质大学(北京),311109,41,土地整治工程,农业工程类,农业工程类,红色高危,红色,材料,与组内主体距离较远且热度落差明显。；硬实力提示：学科评估：四轮：C+，有本专业相关博士点，专业水平：省一；但硬实力不抵消方向/热度落差。
520502+07,中国地质大学(武汉),520502,07,海洋工程与技术,海洋工程类,海洋工程类,红色高危,红色,材料,与组内主体距离较远且热度落差明显。
520502+10,中国地质大学(武汉),520502,10,管理科学与工程类,管理科学与工程类,管理科学与工程类,红色高危,红色,材料,与组内主体距离较远且热度落差明显。；硬实力提示：学科评估：四轮：B-，有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
520502+11,中国地质大学(武汉),520502,11,地质学类,地质学类,地质学类,红色高危,红色,材料,与组内主体距离较远且热度落差明显。；硬实力提示：学科评估：四轮：A+，有本专业相关博士点，专业水平：国一/国特/双一流/国重/省重/地质学拔尖学生培养基地；但硬实力不抵消方向/热度落差。
520507+21,中国地质大学(武汉),520507,21,地球物理学类,地球物理学类,地球物理学类,红色高危,红色,材料,与组内主体距离较远且热度落差明显。；硬实力提示：学科评估：四轮：B-，有本专业相关博士点，专业水平：国一/国特/双一流/地球物理学拔尖学生培养基地；但硬实力不抵消方向/热度落差。
520507+22,中国地质大学(武汉),520507,22,海洋科学,海洋科学类,海洋科学类,红色高危,红色,材料,与组内主体距离较远且热度落差明显。；硬实力提示：学科评估：四轮：B，有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
520507+23,中国地质大学(武汉),520507,23,海洋工程与技术,海洋工程类,海洋工程类,红色高危,红色,材料,与组内主体距离较远且热度落差明显。
520507+29,中国地质大学(武汉),520507,29,管理科学与工程类,管理科学与工程类,管理科学与工程类,红色高危,红色,材料,与组内主体距离较远且热度落差明显。；硬实力提示：学科评估：四轮：B-，有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
520507+30,中国地质大学(武汉),520507,30,地理科学类,地理科学类,地理科学类,红色高危,红色,材料,与组内主体距离较远且热度落差明显。；硬实力提示：学科评估：四轮：C，有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
520507+31,中国地质大学(武汉),520507,31,测绘类,测绘类,测绘类,红色高危,红色,材料,与组内主体距离较远且热度落差明显。；硬实力提示：学科评估：四轮：B，有本专业相关博士点，专业水平：国一/卓越工程；但硬实力不抵消方向/热度落差。
520507+35,中国地质大学(武汉),520507,35,智慧城市与空间规划,交叉学科类,交叉学科类,红色高危,红色,材料,与组内主体距离较远且热度落差明显。；硬实力提示：学科评估：四轮：A+，有本专业相关博士点；但硬实力不抵消方向/热度落差。
520510+39,中国地质大学(武汉),520510,39,地质学类,地质学类,地质学类,红色高危,红色,地矿地球物理；环境安全生态；电子信息集成电路；计算机软件；自动化仪器控制,信息类新工科主体组中出现传统土建/生化环地矿农等远缘方向，调剂落差大。；硬实力提示：学科评估：四轮：A+，有本专业相关博士点，专业水平：国一/国特/双一流/国重/省重/地质学拔尖学生培养基地；但硬实力不抵消方向/热度落差。
520510+40,中国地质大学(武汉),520510,40,资源勘查工程,地质类,地质类,红色高危,红色,地矿地球物理；环境安全生态；电子信息集成电路；计算机软件；自动化仪器控制,信息类新工科主体组中出现传统土建/生化环地矿农等远缘方向，调剂落差大。；硬实力提示：学科评估：四轮：A+，有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
520510+41,中国地质大学(武汉),520510,41,水文与水资源工程,水利类,水利类,红色高危,红色,地矿地球物理；环境安全生态；电子信息集成电路；计算机软件；自动化仪器控制,信息类新工科主体组中出现传统土建/生化环地矿农等远缘方向，调剂落差大。；硬实力提示：学科评估：四轮：B，有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
520510+42,中国地质大学(武汉),520510,42,环境工程,环境科学与工程类,环境科学与工程类,红色高危,红色,地矿地球物理；环境安全生态；电子信息集成电路；计算机软件；自动化仪器控制,信息类新工科主体组中出现传统土建/生化环地矿农等远缘方向，调剂落差大。；硬实力提示：学科评估：四轮：B+，有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
520510+43,中国地质大学(武汉),520510,43,生物科学,生物科学类,生物科学类,红色高危,红色,地矿地球物理；环境安全生态；电子信息集成电路；计算机软件；自动化仪器控制,信息类新工科主体组中出现传统土建/生化环地矿农等远缘方向，调剂落差大。；与组内主体距离较远且热度落差明显。；硬实力提示：有本专业相关硕士点；但硬实力不抵消方向/热度落差。
520510+45,中国地质大学(武汉),520510,45,地质工程,地质类,地质类,红色高危,红色,地矿地球物理；环境安全生态；电子信息集成电路；计算机软件；自动化仪器控制,信息类新工科主体组中出现传统土建/生化环地矿农等远缘方向，调剂落差大。；硬实力提示：学科评估：四轮：A+，有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
520510+46,中国地质大学(武汉),520510,46,安全工程,安全科学与工程类,安全科学与工程类,红色高危,红色,地矿地球物理；环境安全生态；电子信息集成电路；计算机软件；自动化仪器控制,信息类新工科主体组中出现传统土建/生化环地矿农等远缘方向，调剂落差大。；硬实力提示：学科评估：四轮：B，有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
030604+16,中国民用航空飞行学院,030604,16,安全工程,安全科学与工程类,安全科学与工程类,红色高危,红色,航空航天；交通海洋工程；计算机软件；电子信息集成电路；电气电力,信息类新工科主体组中出现传统土建/生化环地矿农等远缘方向，调剂落差大。；与组内主体距离较远且热度落差明显。；硬实力提示：有本专业相关硕士点；但硬实力不抵消方向/热度落差。
